Actor Names,Country,Actor Details,Likes
Yang Zi,Chinese,"Yang Zi, otherwise known by the English name Andy Yang, is an actor and singer born in Beijing, China who got her start as a child. In 2014, she graduated from Beijing Film Academy (BFA). In 2002, Yang Zi made her debut in “Ru Ci Chu Shan” (如此出山) and in 2004, she made her big-screen debut…","4,287"
Jung Il Woo,South Korean,"Jung Il Woo is a South Korean model and actor who made his acting debut in 2006 with a minor role in the thriller ""The World of Silence"", but he first rose to fame playing a rebellious teen and motorcycle fanatic with a crush on his teacher in daytime family sitcom ""Unstoppable High Kick"". He is the…","4,259"
Choi Jin Hyuk,South Korean,"Choi Jin Hyuk, originally known by the stage name Kim Tae Ho, is a South Korean actor represented by G-Tree Creative. He debuted in the 2010 SBS series, ""It's Okay, Daddy's Girl"". However, his breakout role came during the 2013 series ""Gu Family Book"". Choi enlisted for the mandatory military service…","4,202"
Im Yoon Ah,South Korean,"Im Yoon Ah, commonly stylized as Yoona, is a popular South Korean pop singer, dancer, actress, model and spokesmodel. She is a member of the Korean girl group Girls' Generation and is known as the center-girl, lead dancer and sub-vocalist of the group. Yoona made her debut as a singer along with Girls'…","4,158"
Deng Lun,Chinese,"Deng Lun (English name: Allen) is a Chinese actor who made his acting debut in the hit romance drama “Flowers in Fog"" in 2013. He graduated from the Performance Department of Shanghai Theatre Academy. He is named as one of China’s most accomplished actors, who has garnered both popular and critical…","4,117"
Jang Geun Suk,South Korean,"Jang Geun Suk is a South Korean actor, singer, and model. Jang went to junior high school in New Zealand, where he attended Nelson College in 2003, to learn English and Japanese. He is best known for playing the role of band leader Hwang Tae Kyung in the drama ""You're Beautiful"". As well as the role…","4,113"
Mun Ka Young,South Korean,"Mun Ka Young is a South Korean actress and model. She was born in Karlsruhe, Germany, to South Korean parents. In 2006, Mun moved to Korea and began her acting career as a child actress right away, appearing in both film and television under SM Culture & Contents (SM C&C). In 2014, she played her first…","4,080"
Song Wei Long,Chinese,"Song Wei Long is an award-winning actor and model born in the city of Dalian, Liaoning Province. At the age of nine, he developed an interest in classic martial arts after watching the action movie ""The New Legend of Shaolin"" starring Jet Li. He tried out and learned Kung Fu for a year in junior high…","4,058"
Shin Sae Kyeong,South Korean,"Shin Sae Kyeong is a South Korean actress, singer, and model represented by The Present Co. (더프레젠트컴퍼니.) since July 2024. In 1998, she made her industry debut at eight years old when she was featured on the cover and poster for Seo Taiji's solo album Take Five. As a child actor, Shin…","4,047"
Jang Na Ra,South Korean,"Jang Na Ra is a South Korean singer and actress. She also sings in Chinese and is known in China by her transliterated Chinese name. As a child, Jang spent most of her childhood in her birthplace, Seoul, but appeared with her father in a play, Les Miserables, in her primary school days, thus sparking…","4,005"
Ohm Pawat Chittsawangdee,Thai,"""Ohm"" Pawat Chittsawangdee is a Thai actor under GMMTV born in Bangkok. In December 2022, Ohm graduated from the cinema and digital media programme at Srinakharinwirot University's College of Social Communication Innovation majoring in acting and directing. Ohm began working in the entertainment industry…","3,984"
Han So Hee,South Korean,"Han So Hee is a South Korean actress. Han made her acting debut in a minor role in ""Reunited Worlds"". She appeared in Jung Yong Hwa's ""That Girl"" music video in 2017 and in SHINee's music video ""Tell Me What To Do"" in 2016. She got her first main roles in MBC TV's ""Money Flower"" and tvN's ""100 Days…","3,931"
Park Eun Bin,South Korean,"Park Eun Bin is a South Korean actress born in Seoul. She is managed by Namoo Actors. She debuted at the age of five and has acted in numerous television series as a child actress and younger versions of various characters. She played her first leading role in the time-traveling romance ""Operation Proposal"".…","3,880"
Zo In Sung,South Korean,"Zo In Sung is a South Korean actor managed by IOK Company. He is best known for his leading roles in the television series ""What Happened in Bali"", for which he won at both the Baeksang Arts Awards and SBS Drama Awards, ""That Winter, The Wind Blows"", and ""It's Okay, That's Love"", which won the Daesang…","3,825"
Vin Zhang,Chinese,"Vin Zhang is a Chinese actor born in Wuxi, Jiangsu. After graduating from the renowned Shanghai Theatre Academy in 2013, he appeared in his first role in V-Love and gained recognition. He rose to fame with his role as Han Ding Yi in ""The Microera of Love"" and achieved further recognition with his supporting…","3,805"
Park Chan Yeol,South Korean,"Chanyeol is a South Korean rapper and member of EXO. He attended Hyundai High School in Gangnam-gu, Seoul, and was admitted to a private acting institution when he was sixteen years old. Chanyeol has been a fan of musical instruments since his primary school years and has cited the film ""School of Rock""…","3,747"
Mike Angelo,Thai,"Mike Angelo, formerly Mike D'Angelo, is the stage name of ""Mike"" Pirat Nitipaisalkul, a Thai Chinese singer, actor, model and CEO of MDA Entertainement (เอ็มดีเอ เอนเตอร์เทนเมนท์). He got his start in the music industry as half of the music duo Golf-Mike…","3,737"
Lee Min Ki,South Korean,"Lee Min Ki is a South Korean actor, model, and singer who made his acting debut in the 2004 television drama “My Older Brother” Lee played his first TV leading role in the melodrama ""I Really Really Like You"". He has also starred in feature films, most notably in the box office hit ""Haeundae"", ""Quick"",…","3,684"
Park So Dam,South Korean,"Park So Dam is a South Korean actress under Artist Company . She graduated from the Korea National University of Arts with a degree in acting. So Dam began her acting career in a short film called ""No More No Less"" in 2013. She exploded into stardom by playing the demon in the 2015 film ""The Priests"",…","3,681"
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A
Wi Ha Joon,South Korean,"Wi Ha Joon, born in Soan-myeon, Wando County, is a South Korean actor and model managed by MSTeam Entertainment. He is a former student at Sungkyul University in the Faculty of Theater and Film, Theater Major. He debuted in the 2015 movie ""Coin Locker Girl"". (Source: Wi Ha Jun Official Fanclub, Namu…","3,657"
Kim Tae Ri,South Korean,"Kim Tae Ri is a South Korean model and actress managed by Management MMM. She graduated with a bachelor's degree in Journalism and Broadcasting from Kyunghee University. She was active in a theater company and appeared in several short films from 2012 to 2013. She modeled in TV commercials, with The…","3,646"
Ding Yu Xi,Chinese,"Ding Yu Xi, also known as Ding Zhou Jie, is a Chinese actor who graduated from Shanghai Theater Academy and is managed by Enlight Media. Ding has appeared in several web movies such as ""My Vampire Sister"", ""The Last Demon"" and ""The Game of Asura"". In 2017-2018, he participated in the TV series ""New…","3,643"
Hwang Jung Eum,South Korean,"Hwang Jung Eum is a South Korean actress and singer represented by Y1 Entertainment. Being a former member of the K-pop group Sugar, she left the group in 2004 to pursue a solo career. She officially made her acting debut in the 2007 television drama ""The Person I Love"". She was named as a goodwill…","3,625"
Choi Si Won,South Korean,"Choi Si Won is a Korean pop singer and actor managed by SM Entertainment. He is a member of the boy band Super Junior and its subgroup, Super Junior-M. Choi was scouted in front of his high school at the age of 16 and asked to audition at a casting call. He secretly auditioned and only told his parents…","3,613"
Neo Hou,Chinese,"Hou Ming Hao (English name: Neo) is a Chinese actor, singer, and model managed by Hesong Media. Hou was born in Beijing and attended Beijing Contemporary Music Academy. He was a former SM Entertainment trainee in 2012. In 2014. he debuted as a member of the Chinese boyband Fresh Teenager Geek but left…","3,537"
Kim Min Gue,South Korean,"Kim Min Gue is a South Korean actor and model under Happy Tribe Entertainment (해피트라이브엔터테인먼트). He dreamed of becoming an actor when he was in elementary school after he watched The Lord of the Rings. In 2013, his dream came true when he debuted with a minor role in the series…","3,531"
Chae Soo Bin,South Korean,"Chae Soo Bin is a South Korean actress. She was born in Anyang-si, Gyeonggi-do, South Korea. Chae was spotted by a casting director on the streets and proceeded to make her debut in 2014 with the film ""My Dictator"". Since her birth name is the stage name of the more popular actor Bae Soo Bin, she was…","3,520"
Hu Yi Tian,Chinese,"Hu Yi Tian is a Chinese actor born in Hangzhou, Zhejiang Province. He made his acting debut in the drama ""Rush to the Dead Summer."" He subsequently starred in the 2017 hit web series ""A Love So Beautiful,"" which brought him wider recognition and several newcomer awards. At the suggestion of a friend,…","3,496"
Rain,South Korean,"Jung Ji Hoon, better known by his stage name Rain, is a South Korean singer, actor, songwriter, dancer, model, producer, and designer under Sublime Artist Agency. Rain's musical career includes seven albums (six Korean, one Japanese), 19 singles, and numerous concert tours around the world. His acting…","3,470"
Seo Hyun Jin,South Korean,"Seo Hyun Jin is a South Korean actress and singer signed under SOOP. She was scouted by S.M. Entertainment and later debuted as the main vocalist of the South Korean girl group, M.I.L.K in 2001 and continued until the group disbanded in 2003. After M.I.L.K. was dissolved, Seo attended Dongduk Women's…","3,459"
